location,count,link
"picabo (city)",1,"https://evanwill.github.io/hearings-text/browse.html#picabo%20(city)"
"detroit (city)",1,"https://evanwill.github.io/hearings-text/browse.html#detroit%20(city)"
"whitney canyon (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#whitney%20canyon%20(landform)"
"cabinet mountain wilderness (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#cabinet%20mountain%20wilderness%20(landform)"
"thrust belt (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#thrust%20belt%20(landform)"
"black tail mountain (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#black%20tail%20mountain%20(landform)"
"priest river wild (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#priest%20river%20wild%20(stream)"
"priest lake (city)",1,"https://evanwill.github.io/hearings-text/browse.html#priest%20lake%20(city)"
"new hampshire (state)",1,"https://evanwill.github.io/hearings-text/browse.html#new%20hampshire%20(state)"
"little grass mountain (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#little%20grass%20mountain%20(landform)"
"the kelly creek (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#the%20kelly%20creek%20(stream)"
"columbia river (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#columbia%20river%20(stream)"
"the cache river (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#the%20cache%20river%20(stream)"
"bear lake (lake)",1,"https://evanwill.github.io/hearings-text/browse.html#bear%20lake%20(lake)"
"korea (country)",1,"https://evanwill.github.io/hearings-text/browse.html#korea%20(country)"
"victorville (city)",1,"https://evanwill.github.io/hearings-text/browse.html#victorville%20(city)"
"mojave desert (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#mojave%20desert%20(landform)"
"rock creek park (city park)",1,"https://evanwill.github.io/hearings-text/browse.html#rock%20creek%20park%20(city%20park)"
"hayden lake (city)",1,"https://evanwill.github.io/hearings-text/browse.html#hayden%20lake%20(city)"
"the boise na forest (forest)",1,"https://evanwill.github.io/hearings-text/browse.html#the%20boise%20na%20forest%20(forest)"
"bob marshall wilderness (forest)",1,"https://evanwill.github.io/hearings-text/browse.html#bob%20marshall%20wilderness%20(forest)"
"boise valley (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#boise%20valley%20(landform)"
"snow peak (wilderness)",1,"https://evanwill.github.io/hearings-text/browse.html#snow%20peak%20(wilderness)"
"chamberlin mountain (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#chamberlin%20mountain%20(landform)"
"adams (county)",1,"https://evanwill.github.io/hearings-text/browse.html#adams%20(county)"
"cutoff lake (lake)",1,"https://evanwill.github.io/hearings-text/browse.html#cutoff%20lake%20(lake)"
"midvale (city)",1,"https://evanwill.github.io/hearings-text/browse.html#midvale%20(city)"
"lake peaks (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#lake%20peaks%20(landform)"
"the eneas ridge (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#the%20eneas%20ridge%20(landform)"
"smith lake (lake)",1,"https://evanwill.github.io/hearings-text/browse.html#smith%20lake%20(lake)"
"washington county (county)",1,"https://evanwill.github.io/hearings-text/browse.html#washington%20county%20(county)"
"cassia (county)",1,"https://evanwill.github.io/hearings-text/browse.html#cassia%20(county)"
"buffalo hump (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#buffalo%20hump%20(stream)"
"coeur d'alene national forest (forest)",1,"https://evanwill.github.io/hearings-text/browse.html#coeur%20d'alene%20national%20forest%20(forest)"
"sage crest (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#sage%20crest%20(landform)"
"enaville (city)",1,"https://evanwill.github.io/hearings-text/browse.html#enaville%20(city)"
"seven devils mountain  (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#seven%20devils%20mountain%20%20(landform)"
"colville (city)",1,"https://evanwill.github.io/hearings-text/browse.html#colville%20(city)"
"trinity lakes (lake)",1,"https://evanwill.github.io/hearings-text/browse.html#trinity%20lakes%20(lake)"
"river range (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#river%20range%20(landform)"
"new zealand (country)",1,"https://evanwill.github.io/hearings-text/browse.html#new%20zealand%20(country)"
"grandview 2 (forest)",1,"https://evanwill.github.io/hearings-text/browse.html#grandview%202%20(forest)"
"teton county (county)",1,"https://evanwill.github.io/hearings-text/browse.html#teton%20county%20(county)"
"salmo priest rare ii area (wilderness)",1,"https://evanwill.github.io/hearings-text/browse.html#salmo%20priest%20rare%20ii%20area%20(wilderness)"
"american west (region)",1,"https://evanwill.github.io/hearings-text/browse.html#american%20west%20(region)"
"laclede (city)",1,"https://evanwill.github.io/hearings-text/browse.html#laclede%20(city)"
"crest mountains (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#crest%20mountains%20(landform)"
"boundary creek (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#boundary%20creek%20(stream)"
"a sparkling creek (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#a%20sparkling%20creek%20(stream)"
"the nez perce and challis national forests (forest)",1,"https://evanwill.github.io/hearings-text/browse.html#the%20nez%20perce%20and%20challis%20national%20forests%20(forest)"
"south america (continent)",1,"https://evanwill.github.io/hearings-text/browse.html#south%20america%20(continent)"
"the st. joe river (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#the%20st.%20joe%20river%20(stream)"
"sawtooth primitive area (wilderness)",1,"https://evanwill.github.io/hearings-text/browse.html#sawtooth%20primitive%20area%20(wilderness)"
"idaho primitive area (wilderness)",1,"https://evanwill.github.io/hearings-text/browse.html#idaho%20primitive%20area%20(wilderness)"
"borah range (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#borah%20range%20(landform)"
"jordan valley (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#jordan%20valley%20(landform)"
"magruder corridor (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#magruder%20corridor%20(landform)"
"hells canyon (forest)",1,"https://evanwill.github.io/hearings-text/browse.html#hells%20canyon%20(forest)"
"finland (country)",1,"https://evanwill.github.io/hearings-text/browse.html#finland%20(country)"
"the sawtooth national wilderness area (wilderness)",1,"https://evanwill.github.io/hearings-text/browse.html#the%20sawtooth%20national%20wilderness%20area%20(wilderness)"
"trinities (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#trinities%20(landform)"
"blue mountains (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#blue%20mountains%20(landform)"
"bull lake country (lake)",1,"https://evanwill.github.io/hearings-text/browse.html#bull%20lake%20country%20(lake)"
"council mountain (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#council%20mountain%20(landform)"
"pioneer area (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#pioneer%20area%20(landform)"
"boulder creek unit (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#boulder%20creek%20unit%20(stream)"
"kootenai valley (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#kootenai%20valley%20(landform)"
"mica (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#mica%20(landform)"
"meridian (city)",1,"https://evanwill.github.io/hearings-text/browse.html#meridian%20(city)"
"cloud (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#cloud%20(landform)"
"north carolina (state)",1,"https://evanwill.github.io/hearings-text/browse.html#north%20carolina%20(state)"
"shining rock (wilderness)",1,"https://evanwill.github.io/hearings-text/browse.html#shining%20rock%20(wilderness)"
"fisher canyon (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#fisher%20canyon%20(landform)"
"northwest (region)",1,"https://evanwill.github.io/hearings-text/browse.html#northwest%20(region)"
"white cloud (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#white%20cloud%20(landform)"
"ball creek (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#ball%20creek%20(stream)"
"clark fork (city)",1,"https://evanwill.github.io/hearings-text/browse.html#clark%20fork%20(city)"
"bruin mountain (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#bruin%20mountain%20(landform)"
"kansas (state)",1,"https://evanwill.github.io/hearings-text/browse.html#kansas%20(state)"
"south bruin mountains (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#south%20bruin%20mountains%20(landform)"
"salmon-payette crest (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#salmon-payette%20crest%20(landform)"
"st. joe valley (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#st.%20joe%20valley%20(landform)"
"scotchman peaks (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#scotchman%20peaks%20(landform)"
"cascade (city)",1,"https://evanwill.github.io/hearings-text/browse.html#cascade%20(city)"
"afghanistan (country)",1,"https://evanwill.github.io/hearings-text/browse.html#afghanistan%20(country)"
"eastern washington (state)",1,"https://evanwill.github.io/hearings-text/browse.html#eastern%20washington%20(state)"
"st. joe lake (lake)",1,"https://evanwill.github.io/hearings-text/browse.html#st.%20joe%20lake%20(lake)"
"american selkirks (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#american%20selkirks%20(landform)"
"central idaho wilderness area (wilderness)",1,"https://evanwill.github.io/hearings-text/browse.html#central%20idaho%20wilderness%20area%20(wilderness)"
"indiana (state)",1,"https://evanwill.github.io/hearings-text/browse.html#indiana%20(state)"
"stanley basin (lake)",1,"https://evanwill.github.io/hearings-text/browse.html#stanley%20basin%20(lake)"
"weiser (city)",1,"https://evanwill.github.io/hearings-text/browse.html#weiser%20(city)"
"stanley lake (lake)",1,"https://evanwill.github.io/hearings-text/browse.html#stanley%20lake%20(lake)"
"selkirk long canyon wilderness area (wilderness)",1,"https://evanwill.github.io/hearings-text/browse.html#selkirk%20long%20canyon%20wilderness%20area%20(wilderness)"
"long canyon creek (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#long%20canyon%20creek%20(stream)"
"kootenai river (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#kootenai%20river%20(stream)"
"mouth creek (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#mouth%20creek%20(stream)"
"lion creek (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#lion%20creek%20(stream)"
"abandon mountain (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#abandon%20mountain%20(landform)"
"acadia national park (forest)",1,"https://evanwill.github.io/hearings-text/browse.html#acadia%20national%20park%20(forest)"
"maine (state)",1,"https://evanwill.github.io/hearings-text/browse.html#maine%20(state)"
"africa (continent)",1,"https://evanwill.github.io/hearings-text/browse.html#africa%20(continent)"
"sahara (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#sahara%20(landform)"
"greece (country)",1,"https://evanwill.github.io/hearings-text/browse.html#greece%20(country)"
"myrtle creek (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#myrtle%20creek%20(stream)"
"selkirk crest area (wilderness)",1,"https://evanwill.github.io/hearings-text/browse.html#selkirk%20crest%20area%20(wilderness)"
"pacific northwest trail (trail)",1,"https://evanwill.github.io/hearings-text/browse.html#pacific%20northwest%20trail%20(trail)"
"selkirk grizzly bear ecosystem (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#selkirk%20grizzly%20bear%20ecosystem%20(landform)"
"long mountain (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#long%20mountain%20(landform)"
"cabinet-yaak grizzly bear ecosystem (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#cabinet-yaak%20grizzly%20bear%20ecosystem%20(stream)"
"the rocky mountain states (region)",1,"https://evanwill.github.io/hearings-text/browse.html#the%20rocky%20mountain%20states%20(region)"
"harrison (city)",1,"https://evanwill.github.io/hearings-text/browse.html#harrison%20(city)"
"danskin mountains  (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#danskin%20mountains%20%20(landform)"
"the panhandle forest (forest)",1,"https://evanwill.github.io/hearings-text/browse.html#the%20panhandle%20forest%20(forest)"
"mount rainier (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#mount%20rainier%20(landform)"
"white clouds (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#white%20clouds%20(landform)"
"mount rainier national park (forest)",1,"https://evanwill.github.io/hearings-text/browse.html#mount%20rainier%20national%20park%20(forest)"
"the white cloud-boulder mountains (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#the%20white%20cloud-boulder%20mountains%20(landform)"
"trail lake (lake)",1,"https://evanwill.github.io/hearings-text/browse.html#trail%20lake%20(lake)"
"clarkston (city)",1,"https://evanwill.github.io/hearings-text/browse.html#clarkston%20(city)"
"danskin range (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#danskin%20range%20(landform)"
"the payette forest (forest)",1,"https://evanwill.github.io/hearings-text/browse.html#the%20payette%20forest%20(forest)"
"mountain home (city)",1,"https://evanwill.github.io/hearings-text/browse.html#mountain%20home%20(city)"
"kimberly (city)",1,"https://evanwill.github.io/hearings-text/browse.html#kimberly%20(city)"
"the panhandle national forests (forest)",1,"https://evanwill.github.io/hearings-text/browse.html#the%20panhandle%20national%20forests%20(forest)"
"beaver creek (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#beaver%20creek%20(stream)"
"adair creek (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#adair%20creek%20(stream)"
"pineapple peak (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#pineapple%20peak%20(landform)"
"bathtub mountain (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#bathtub%20mountain%20(landform)"
"forage mountain (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#forage%20mountain%20(landform)"
"crescendo peak (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#crescendo%20peak%20(landform)"
"jug camp (campground)",1,"https://evanwill.github.io/hearings-text/browse.html#jug%20camp%20(campground)"
"bad bear peak (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#bad%20bear%20peak%20(landform)"
"emmett (city)",1,"https://evanwill.github.io/hearings-text/browse.html#emmett%20(city)"
"lost creek (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#lost%20creek%20(stream)"
"buck creek (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#buck%20creek%20(stream)"
"selkirk crest-long canyon (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#selkirk%20crest-long%20canyon%20(landform)"
"mallard lake-larkins peak area (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#mallard%20lake-larkins%20peak%20area%20(landform)"
"los angeles county (county)",1,"https://evanwill.github.io/hearings-text/browse.html#los%20angeles%20county%20(county)"
"kellogg-wardner (city)",1,"https://evanwill.github.io/hearings-text/browse.html#kellogg-wardner%20(city)"
"santa barbara (city)",1,"https://evanwill.github.io/hearings-text/browse.html#santa%20barbara%20(city)"
"heather creek (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#heather%20creek%20(stream)"
"the sulpher creek (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#the%20sulpher%20creek%20(stream)"
"prichard (city)",1,"https://evanwill.github.io/hearings-text/browse.html#prichard%20(city)"
"precambrian basin (lake)",1,"https://evanwill.github.io/hearings-text/browse.html#precambrian%20basin%20(lake)"
"murray (city)",1,"https://evanwill.github.io/hearings-text/browse.html#murray%20(city)"
"nez perce county (county)",1,"https://evanwill.github.io/hearings-text/browse.html#nez%20perce%20county%20(county)"
"peck, idaho",1,"https://evanwill.github.io/hearings-text/browse.html#peck,%20idaho"
"julietta (city)",1,"https://evanwill.github.io/hearings-text/browse.html#julietta%20(city)"
"cottonwood, idaho",1,"https://evanwill.github.io/hearings-text/browse.html#cottonwood,%20idaho"
"idaho",1,"https://evanwill.github.io/hearings-text/browse.html#idaho"
"parma, idaho",1,"https://evanwill.github.io/hearings-text/browse.html#parma,%20idaho"
"the nex perce national forest (forest)",1,"https://evanwill.github.io/hearings-text/browse.html#the%20nex%20perce%20national%20forest%20(forest)"
"bonners county, idaho",1,"https://evanwill.github.io/hearings-text/browse.html#bonners%20county,%20idaho"
"boundary county, idaho",1,"https://evanwill.github.io/hearings-text/browse.html#boundary%20county,%20idaho"
"spokane, washington",1,"https://evanwill.github.io/hearings-text/browse.html#spokane,%20washington"
"parma (city)",1,"https://evanwill.github.io/hearings-text/browse.html#parma%20(city)"
"mount scotchman (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#mount%20scotchman%20(landform)"
"osburn, idaho",1,"https://evanwill.github.io/hearings-text/browse.html#osburn,%20idaho"
"hayden lake, idaho",1,"https://evanwill.github.io/hearings-text/browse.html#hayden%20lake,%20idaho"
"middle east (region)",1,"https://evanwill.github.io/hearings-text/browse.html#middle%20east%20(region)"
"sawtooth creek (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#sawtooth%20creek%20(stream)"
"snake river break recreation area (wilderness)",1,"https://evanwill.github.io/hearings-text/browse.html#snake%20river%20break%20recreation%20area%20(wilderness)"
"pierce (city)",1,"https://evanwill.github.io/hearings-text/browse.html#pierce%20(city)"
"priest lake, idaho",1,"https://evanwill.github.io/hearings-text/browse.html#priest%20lake,%20idaho"
"lochsa district (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#lochsa%20district%20(stream)"
"coolin, idaho",1,"https://evanwill.github.io/hearings-text/browse.html#coolin,%20idaho"
"clearwater area (forest)",1,"https://evanwill.github.io/hearings-text/browse.html#clearwater%20area%20(forest)"
"siuslaw national forest (forest)",1,"https://evanwill.github.io/hearings-text/browse.html#siuslaw%20national%20forest%20(forest)"
"national forests (forest)",1,"https://evanwill.github.io/hearings-text/browse.html#national%20forests%20(forest)"
"clark fork, idaho",1,"https://evanwill.github.io/hearings-text/browse.html#clark%20fork,%20idaho"
"palouse unit (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#palouse%20unit%20(landform)"
"pinehurst, idaho",1,"https://evanwill.github.io/hearings-text/browse.html#pinehurst,%20idaho"
"weiser national forest (forest)",1,"https://evanwill.github.io/hearings-text/browse.html#weiser%20national%20forest%20(forest)"
"moose mountain and cayuse (wilderness)",1,"https://evanwill.github.io/hearings-text/browse.html#moose%20mountain%20and%20cayuse%20(wilderness)"
"terreton, idaho",1,"https://evanwill.github.io/hearings-text/browse.html#terreton,%20idaho"
"tetonia, idaho",1,"https://evanwill.github.io/hearings-text/browse.html#tetonia,%20idaho"
"dubois, idaho",1,"https://evanwill.github.io/hearings-text/browse.html#dubois,%20idaho"
"milk creek (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#milk%20creek%20(stream)"
"minnisoka creek (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#minnisoka%20creek%20(stream)"
"blackfoot, idaho",1,"https://evanwill.github.io/hearings-text/browse.html#blackfoot,%20idaho"
"minnisoka basin (lake)",1,"https://evanwill.github.io/hearings-text/browse.html#minnisoka%20basin%20(lake)"
"ashton, idaho",1,"https://evanwill.github.io/hearings-text/browse.html#ashton,%20idaho"
"cobalt, idaho",1,"https://evanwill.github.io/hearings-text/browse.html#cobalt,%20idaho"
"west meadow creek (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#west%20meadow%20creek%20(stream)"
"sierras (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#sierras%20(landform)"
"challis, idaho",1,"https://evanwill.github.io/hearings-text/browse.html#challis,%20idaho"
"fort hall, idaho",1,"https://evanwill.github.io/hearings-text/browse.html#fort%20hall,%20idaho"
"salmon-snake (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#salmon-snake%20(stream)"
"hells canyon nra (forest)",1,"https://evanwill.github.io/hearings-text/browse.html#hells%20canyon%20nra%20(forest)"
"klompton creek (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#klompton%20creek%20(stream)"
"corral creek (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#corral%20creek%20(stream)"
"snow hole canyon (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#snow%20hole%20canyon%20(landform)"
"virginia (state)",1,"https://evanwill.github.io/hearings-text/browse.html#virginia%20(state)"
"nampa, idaho",1,"https://evanwill.github.io/hearings-text/browse.html#nampa,%20idaho"
"kelly creek-cayuse (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#kelly%20creek-cayuse%20(stream)"
"black lake (lake)",1,"https://evanwill.github.io/hearings-text/browse.html#black%20lake%20(lake)"
"black mountain (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#black%20mountain%20(landform)"
"scull creek (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#scull%20creek%20(stream)"
"eagle, idaho",1,"https://evanwill.github.io/hearings-text/browse.html#eagle,%20idaho"
"red river (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#red%20river%20(stream)"
"newsome creek (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#newsome%20creek%20(stream)"
"cottonwood (city)",1,"https://evanwill.github.io/hearings-text/browse.html#cottonwood%20(city)"
"idaho nez perce forest (forest)",1,"https://evanwill.github.io/hearings-text/browse.html#idaho%20nez%20perce%20forest%20(forest)"
"mountain home, idaho",1,"https://evanwill.github.io/hearings-text/browse.html#mountain%20home,%20idaho"
"sneakfoot-marion (forest)",1,"https://evanwill.github.io/hearings-text/browse.html#sneakfoot-marion%20(forest)"
"williams creek (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#williams%20creek%20(stream)"
"the silver creek (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#the%20silver%20creek%20(stream)"
"goat lake (lake)",1,"https://evanwill.github.io/hearings-text/browse.html#goat%20lake%20(lake)"
"the saint joe national forest (forest)",1,"https://evanwill.github.io/hearings-text/browse.html#the%20saint%20joe%20national%20forest%20(forest)"
"marble creek (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#marble%20creek%20(stream)"
"picabo, idaho",1,"https://evanwill.github.io/hearings-text/browse.html#picabo,%20idaho"
"minnesoka creek (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#minnesoka%20creek%20(stream)"
"craig lake (lake)",1,"https://evanwill.github.io/hearings-text/browse.html#craig%20lake%20(lake)"
"bellevue, idaho",1,"https://evanwill.github.io/hearings-text/browse.html#bellevue,%20idaho"
"rhett creek (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#rhett%20creek%20(stream)"
"middleton, idaho",1,"https://evanwill.github.io/hearings-text/browse.html#middleton,%20idaho"
"the cayuse creek/kelly creek (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#the%20cayuse%20creek/kelly%20creek%20(stream)"
"the cayuse creek drainage (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#the%20cayuse%20creek%20drainage%20(stream)"
"moose mountain wilderness (wilderness)",1,"https://evanwill.github.io/hearings-text/browse.html#moose%20mountain%20wilderness%20(wilderness)"
"lolo trail (trail)",1,"https://evanwill.github.io/hearings-text/browse.html#lolo%20trail%20(trail)"
"fish creek roadless area (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#fish%20creek%20roadless%20area%20(stream)"
"elk butte (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#elk%20butte%20(landform)"
"obia creek (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#obia%20creek%20(stream)"
"weippe (city)",1,"https://evanwill.github.io/hearings-text/browse.html#weippe%20(city)"
"the bitterroot national forest (forest)",1,"https://evanwill.github.io/hearings-text/browse.html#the%20bitterroot%20national%20forest%20(forest)"
"endangerd wilderness core (wilderness)",1,"https://evanwill.github.io/hearings-text/browse.html#endangerd%20wilderness%20core%20(wilderness)"
"hoodoo mountain-great burn area (wilderness)",1,"https://evanwill.github.io/hearings-text/browse.html#hoodoo%20mountain-great%20burn%20area%20(wilderness)"
"lochsa (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#lochsa%20(stream)"
"orogrande creek (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#orogrande%20creek%20(stream)"
"toboggan ridge road (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#toboggan%20ridge%20road%20(landform)"
"minnesahka creek (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#minnesahka%20creek%20(stream)"
"twin falls, idaho",1,"https://evanwill.github.io/hearings-text/browse.html#twin%20falls,%20idaho"
"lakes (lake)",1,"https://evanwill.github.io/hearings-text/browse.html#lakes%20(lake)"
"st. joe national forests (forest)",1,"https://evanwill.github.io/hearings-text/browse.html#st.%20joe%20national%20forests%20(forest)"
"elk river (city)",1,"https://evanwill.github.io/hearings-text/browse.html#elk%20river%20(city)"
"bovill (city)",1,"https://evanwill.github.io/hearings-text/browse.html#bovill%20(city)"
"deary (city)",1,"https://evanwill.github.io/hearings-text/browse.html#deary%20(city)"
"mainstem (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#mainstem%20(stream)"
"snake (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#snake%20(stream)"
"upper columbia river (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#upper%20columbia%20river%20(stream)"
"columbia basin (region)",1,"https://evanwill.github.io/hearings-text/browse.html#columbia%20basin%20(region)"
"selway, lochsa (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#selway,%20lochsa%20(stream)"
"the big burn wilderness area (wilderness)",1,"https://evanwill.github.io/hearings-text/browse.html#the%20big%20burn%20wilderness%20area%20(wilderness)"
"kelly-toboggan-cayuse creek area (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#kelly-toboggan-cayuse%20creek%20area%20(stream)"
"kelly-cayuse-toboggan (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#kelly-cayuse-toboggan%20(stream)"
"lake creek (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#lake%20creek%20(stream)"
"little north fork canyon (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#little%20north%20fork%20canyon%20(landform)"
"mud lake (lake)",1,"https://evanwill.github.io/hearings-text/browse.html#mud%20lake%20(lake)"
"selway-bitterroots (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#selway-bitterroots%20(landform)"
"troy (city)",1,"https://evanwill.github.io/hearings-text/browse.html#troy%20(city)"
"yellow pine, idaho",1,"https://evanwill.github.io/hearings-text/browse.html#yellow%20pine,%20idaho"
"kamiah (city)",1,"https://evanwill.github.io/hearings-text/browse.html#kamiah%20(city)"
"kelly-cayuse (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#kelly-cayuse%20(stream)"
"lowman, idaho",1,"https://evanwill.github.io/hearings-text/browse.html#lowman,%20idaho"
"summit (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#summit%20(landform)"
"houston (city)",1,"https://evanwill.github.io/hearings-text/browse.html#houston%20(city)"
"peck (city)",1,"https://evanwill.github.io/hearings-text/browse.html#peck%20(city)"
"potlatch (city)",1,"https://evanwill.github.io/hearings-text/browse.html#potlatch%20(city)"
"slate creek ranger district (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#slate%20creek%20ranger%20district%20(stream)"
"tamarack (city)",1,"https://evanwill.github.io/hearings-text/browse.html#tamarack%20(city)"
"slate creek (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#slate%20creek%20(stream)"
"alpine zone (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#alpine%20zone%20(stream)"
"bear grass ridge (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#bear%20grass%20ridge%20(landform)"
"minnesaka river (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#minnesaka%20river%20(stream)"
"lakes buttee elizabeth lakes (lake)",1,"https://evanwill.github.io/hearings-text/browse.html#lakes%20buttee%20elizabeth%20lakes%20(lake)"
"elenor creek (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#elenor%20creek%20(stream)"
"black creek (stream)",1,"https://evanwill.github.io/hearings-text/browse.html#black%20creek%20(stream)"
"spokane valley (city)",1,"https://evanwill.github.io/hearings-text/browse.html#spokane%20valley%20(city)"
"warrens (city)",1,"https://evanwill.github.io/hearings-text/browse.html#warrens%20(city)"
"lunde ridge (landform)",1,"https://evanwill.github.io/hearings-text/browse.html#lunde%20ridge%20(landform)"
